,movie,year,director,watched,era,tagA,tagB,tagC,tagD,tagE,tagF,tagG,franchise,fansOf,actors,trailer,comment,rating
,Pumpkinhead,1988,Stan Winston,yes,Bronze,Demon,Curse,Pumpkinhead,,,,,,,,,,5
,Rabid Grannies,1988,Emmanuel Kervyn,yes,Bronze,Demon,Splatter,Troma,,,,,,,,,,5
,Return of the Living Dead Part II,1988,Ken Wiederhorn,yes,Bronze,Zombie,,,,,,,,"Return of the Living Dead, Night of the Living Dead, Dead Alive",,,,3
,Scarecrows,1988,William Wesley,yes,Bronze,Creature,Slasher,,,,,,,,,,,3
,Sleepaway Camp 2,1988,Michael A. Simpson,yes,Bronze,Slasher,Camp,Angela Baker,,,,,,,,,,4
,Slime City,1988,Greg Lamberson,yes,Bronze,Body,Psychological,,,,,,,,,,,3
,Slugs,1988,Juan Piquer Simón,yes,Bronze,Creature,Slugs,,,,,,,,,,,3
,The Blob,1988,Charles Russell,yes,Bronze,Monster,Alien,Remake,,,,,,,,,,5
,The Brain,1988,Edward Hunt,yes,Bronze,Monster,Mad Scientist,,,,,,,,,,,5
,The Unnamable,1988,Jean-Paul Ouellette,yes,Bronze,Demon,Lovecraftian,,,,,,,,,,,4
,They Live,1988,John Carpenter,yes,Bronze,Alien,Sci-fi,,,,,,,,,,,5
,Waxwork,1988,Anthony Hickox,yes,Bronze,Monster,Fantasy,Homage,Werewolf,Dracula,Mummy,Zombies,,"Fright Night, House of Wax, The Wax Mask, Something Wicked This Way Comes","Anthony Hickox, Zach Galligan, Deborah Foreman, David Warner, Gerry Lively, Eyal Rimmon",,,4
,Zombi 3,1988,"Lucio Fulci, Claudio Fragasso, Bruno Mattei",yes,Bronze,Zombie,,,,,,,,,,,,5
,Zombi 4: After Death,1988,Claudio Fragasso,yes,Bronze,Zombie,,,,,,,,,,,,
,Guinea Pig: Mermaid in a Manhole,1988,,watch,Bronze,,,,,,,,,,,,,
,Beverly Hills Bodysnatchers,1988,,no,Bronze,,,,,,,,,,,,,
,Deep Space,1988,,no,Bronze,,,,,,,,,,,,,
,Evil Dead Trap,1988,,no,Bronze,,,,,,,,,,,,,
,High Spirits,1988,,no,Bronze,,,,,,,,,,,,,
,Killing Spree,1988,,no,Bronze,,,,,,,,,,,,,
,Lone Wolf,1988,,no,Bronze,,,,,,,,,,,,,
,Monkey Shines,1988,,no,Bronze,,,,,,,,,,,,,
,Necromancer,1988,,no,Bronze,,,,,,,,,,,,,
,Night Life,1988,,no,Bronze,,,,,,,,,,,,,
,Not of This Earth,1988,,no,Bronze,,,,,,,,,,,,,
,Peacock King,1988,,no,Bronze,,,,,,,,,,,,,
,Pin,1988,,no,Bronze,,,,,,,,,,,,,
,Revenge of the Living Dead Girls,1988,,no,Bronze,,,,,,,,,,,,,
,Slaughterhouse Rock,1988,,no,Bronze,,,,,,,,,,,,,
,Sorority Babes in the Slimeball Bowl-O-Rama,1988,,no,Bronze,,,,,,,,,,,,,
,The Dead Next Door,1988,,no,Bronze,,,,,,,,,,,,,
,The Discamates,1988,,no,Bronze,,,,,,,,,,,,,
,The Hackers,1988,,no,Bronze,,,,,,,,,,,,,
,The Lair of the White Worm,1988,,no,Bronze,,,,,,,,,,,,,
,The Nest,1988,,no,Bronze,,,,,,,,,,,,,
,The Serpent and the Rainbow,1988,,no,Bronze,,,,,,,,,,,,,
,A Nightmare on Elm Street 5: The Dream Child,1989,Stephen Hopkins,yes,Bronze,Slasher,Freddy Krueger,,,,,,Elm Street,,"Robert Englund, Lisa Wilcox, Danny Hassel, Joe Seely",,,3
,Curse II: The Bite,1989,Frederico Prosperi,yes,Bronze,Monster,Body,,,,,,,,,,,3
,DeepStar Six,1989,Sean S. Cunningham,yes,Bronze,Monster,Underwater,,,,,,,,,,,3
,Friday The 13th Part VIII: Jason Takes Mahattan,1989,Rob Hedden,yes,Bronze,Slasher,Jason Voorhees,,,,,,Friday The 13th,,"Kane Hodder, Jensen Daggett, Scott Reeves, Peggy Hedden, Vincent Craig Dupree",,,3
,Halloween 5: The Revenge of Michael Myers,1989,Dominique Othenin-Girard,yes,Bronze,Slasher,Halloween,Michael Myers,Occult,Holiday,,,Halloween,"Slashers, Friday the 13th, Black Christmas, Texas Chainsaw Massacre",,,"One year later on Halloween night, Michael Myers returns to finish the job.",3
,Intruder,1989,Scott Spiegel,yes,Bronze,Slasher,,,,,,,,,,,,3
,Leviathan,1989,George P. Cosmatos,yes,Bronze,Monster,Underwater,,,,,,,,,,,5
,Parents,1989,Bob Balaban,yes,Bronze,Slasher,Psychological,,,,,,,,,,,3
,Phantom of the Mall: Eric's Revenge,1989,Richard Friedman,yes,Bronze,Slasher,Phantom,,,,,,,,,,,3
,Puppet Master,1989,David Schmoeller,yes,Bronze,Creature,Puppet,Fantasy,,,,,Puppet Master,,"Barbara Crampton, Paul Le Mat, Robin Frates, William Hickey",,,3
,Sleepaway Camp III: Teenage Wasteland,1989,Michael A. Simpson,yes,Bronze,Slasher,Camp,Angela Baker,,,,,,,,,,2
,Society,1989,Brian Yuzna,yes,Bronze,Body,Occult,,,,,,,,,,,5
,Sundown: The Vampire in Retreat,1989,Anthony Hickox,yes,Bronze,Vampire,Monster,Western,Cowboys,,,,,,"David Carradine, Maxwell Caulfield, Morgan Brittany, Bruce Campbell, Jim Metzler, John Ireland, Deborah Foreman, M. Emmet Walsh",,,4
,The Church,1989,Michele Soavi,yes,Bronze,Occult,Satan,Religious,,,,,,,"Tomas Arana, Feodor Chaliapin, Hugh Quarshie, Barbara Cupisti, Antonella Vitale, Asia Argento",,,
,The Fly 2,1989,Chris Walas,yes,Bronze,Mad Scientist,Monster,,,,,,,,,,,4
,Warlock,1989,Steve Miner,yes,Bronze,Warlock,Fantasy,,,,,,,,"Julian Sands, Richard E. Grant, Lori Singer",,,4
,Blades,1989,,watch,Bronze,,,,,,,,,,,,,
,Grave Robbers,1989,,watch,Bronze,,,,,,,,,,,,,
,The Mask of Satan,1989,,watch,Bronze,,,,,,,,,,,,,
,"I, Madman",1989,,no,Bronze,,,,,,,,,,,,,
,Lords Of The Deep,1989,,no,Bronze,,,,,,,,,,,,,
,Massacre,1989,,no,Bronze,,,,,,,,,,,,,
,Opera,1989,,no,Bronze,,,,,,,,,,,,,
,Pet Semetary,1989,,no,Bronze,Stephen King,,,,,,,,,,,,
,Redneck Zombies,1989,,no,Bronze,,,,,,,,,,,,,
,Shocker,1989,,no,Bronze,,,,,,,,,,,,,
,"Silent Night, Deadly Night 3: Better Watch Out!",1989,,no,Bronze,,,,,,,,,,,,,
,Tetsuo: The Iron Man,1989,,no,Bronze,,,,,,,,,,,,,
,The Burbs,1989,,no,Bronze,,,,,,,,,,,,,
,The Dead Pit,1989,,no,Bronze,,,,,,,,,,,,,
,The House on Tombstone Hill,1989,,no,Bronze,,,,,,,,,,,,,
,Arachnophobia,1990,Frank Marshall,yes,Nameless,Creature,Bug,,,,,,,,,,,
,Basket Case 2,1990,Frank Henenlotter,yes,Nameless,Creature,Slasher,,Body,,,,,,,,,
,Brain Dead,1990,Adam Simon,yes,Nameless,Psychological,Mad Scientist,,,,,,,,,,,
,Bride of Re-Animator,1990,Brian Yuzna,yes,Nameless,Mad Scientist,Zombie,Lovecraftian,Body,Herbert West,,,Re-Animator,,"Jeffrey Combs, Bruce Abbott, Claude Earl Jones, Fabiana Udenio, David Gale, Kathleen Kinmont",,,4
,Child's Play 2,1990,John Lafia,yes,Nameless,Slasher,Puppet,,Chucky,,,,,,,,,
,Deadly Manor,1990,José Ramón Larraz,yes,Nameless,Slasher,,,,,,,,,"Clark Tufts, Greg Rhodes, Claudia Franjul, Mark Irish",,,
,Frankenhooker,1990,Frank Henenlotter,yes,Nameless,Monster,,,,,,,,,,,,
,Graveyard Shift,1990,Ralph S. Singleton,yes,Nameless,Monster,Remote,Stephen King,,,,,,,,,,
,Gremlins 2: The New Batch,1990,Joe Dante,yes,Nameless,Creature,Meta,Gizmo,,,,,,,,,,
,IT,1990,Tommy Lee Wallace,yes,Nameless,Monster,Stephen King,Clown,Pennywise,The Losers Club,Smalltown,,,,,,,
,Leatherface: The Texas Chainsaw Massacre III,1990,Jeff Burr,yes,Nameless,Slasher,Leatherface,Eddie,,,,,Texas Chainsaw Massacre,,,,,
,Maniac Cop 2,1990,William Lustig,yes,Nameless,Action,Slasher,Matt Cordell,,,,,,,,,,
,Metamorphosis,1990,George Eastman,yes,Nameless,Mad Scientist,,,,,,,,,,,,
,Metamorphosis: The Alien Factor,1990,Glenn Takakjian,yes,Nameless,Creature,,,,,,,,,,,,
,Misery,1990,Rob Reiner,yes,Nameless,Slasher,Psychological,,,,,,,,,,,
,Night Of The Living Dead,1990,Tom Savini,yes,Nameless,Zombie,Dystopia,Remake,,,,,,,,,,
,Nightbreed,1990,Clive Barker,yes,Nameless,Monster,Occult,Macabre,,,,,,,,,,
,Puppet Master II,1990,David W. Allen,yes,Nameless,Creature,Puppet,Fantasy,,,,,Puppet Master,,,,,
,Tales From The Darkside,1990,John Harrison,yes,Nameless,Anthology,,,,,,,,,,,,
,The Exorcist III,1990,William Peter Blatty,yes,Nameless,Demon,Exorcism,Pazuzu,Possession,,,,Exorcist,,,,,
,The Suckling,1990,Francis Teri,yes,Nameless,Monster,,,,,,,,,"Lisa Petruno, Tim Martin Crouse, Michael Gingold, Frank Rivera, Janet Sovery",,,
,Tremors,1990,Ron Underwood,yes,Nameless,Creature,,,,,,,,,,,,
,A Cat in the Brain,1990,Lucio Fulci,watch,Nameless,Psychological,,,,,,,,,,,,
,Night Killer,1990,,watch,Nameless,,,,,,,,,,,,,
,Shakma,1990,,watch,Nameless,,,,,,,,,,,,,
,Blood Salvage,1990,,no,Nameless,,,,,,,,,,,,,
,Hardware,1990,,no,Nameless,,,,,,,,,,,,,
,Jacobs Ladder,1990,,no,Nameless,,,,,,,,,,,,,
,"Mirror, Mirror",1990,,no,Nameless,,,,,,,,,,,,,
,"Silent Night, Deadly Night 4: Initiation",1990,,no,Nameless,,,,,,,,,,,,,
,Spontaneous Combustion,1990,,no,Nameless,,,,,,,,,,,,,
,The Gate 2: The Trespassers,1990,,no,Nameless,,,,,,,,,,,,,
,The Rift,1990,,no,Nameless,,,,,,,,,,,,,
,Troll 2,1990,,no,Nameless,,,,,,,,,,,,,
,Two Evil Eyes,1990,,no,Nameless,,,,,,,,,,,,,
,Basket Case 3: The Progeny,1991,Frank Henenlotter,yes,Nameless,Creature,Slasher,,Body,,,,,,,,,
,Cast a Deadly Spell,1991,Martin Campbell,yes,Nameless,Fantasy,Mystery,,Crime,,,,,,,,,
,Child's Play 3,1991,Jack Bender,yes,Nameless,Slasher,Puppet,,Chucky,,,,,,,,,
,Children of The Night,1991,Tony Randel,yes,Nameless,Monster,Vampire,,,,,,,,,,,
,Class of Nuke 'Em High 2: Subhumanoid Meltdown,1991,"Eric Louzil, Donald G. Jackson",yes,Nameless,Mutant,Monster,Splatter,Troma,,,,,,"Brick Bronsky, Lisa Gaye, Leesa Rowland, Phil Rivo, Mark Richardson",,,
,Earnest Scared Stupid,1991,John R. Cherry III,yes,Nameless,Monster,Halloween,,Kid,,,,,,,,,
,Freddy's Dead: The Final Nightmare,1991,Rachel Talalay,yes,Nameless,Slasher,Freddy Krueger,,,,,,Elm Street,,"Robert Englund, Lisa Zane, Lezlie Deane, Shon Greenblatt, Yaphet Kotto",,,
,Ghoulies III: Ghoulies Go to College,1991,John Carl Buechler,yes,Nameless,Creature,Demon,,,,,,,,,,,
,Mom,1991,Patrick Rand,yes,Nameless,Monster,Werewolf,,,,,,,,,,,
,Not of This World,1991,Jon Hess,yes,Nameless,Creature,,,,,,,,,,,,
,Popcorn,1991,Mark Herrier,yes,Nameless,Slasher,,,,,,,,,,,,
,Puppet Master III: Toulon's Revenge,1991,David DeCoteau,yes,Nameless,Creature,Puppet,Fantasy,Prequel,,,,Puppet Master,,,,,
,Silence of The Lambs,1991,Jonathan Demme,yes,Nameless,Crime,Thriller,,,,,,,,,,,
,Subspecies,1991,Ted Nicolaou,yes,Nameless,Vampire,,,,,,,,,,,,
,The Addams Family,1991,Barry Sonnenfeld,yes,Nameless,Macabre,Occult,,,,,,,,,,,
,The Boneyard,1991,James Cummins,yes,Nameless,Ghouls,Monsters,Creature,Ghost,Occult,,,,,"Ed Nelson, Deborah Rose, Norman Fell, James Eustermann, Phyllis Diller",,,
,The People Under The Stairs,1991,Wes Craven,yes,Nameless,Slasher,Remote,,Mutant,,,,,,,,,
,The Resurrected,1991,Dan O'Bannon,yes,Nameless,Supernatural,Lovecraft,Body,,,,,,,,,,
,The Runestone,1991,Willard Carroll,yes,Nameless,Supernatural,Monster,Fantasy,,,,,,,"Peter Riegert, Joan Severance, William Hickey, Alexander Godunov",,,
,There's Nothing Out There,1991,Rolfe Kanefsky,yes,Nameless,Monster,Meta,,,,,,,,,,,
,Vacaciones De Terror 2,1991,Pedro Galindo III,yes,Nameless,Demon,Monster,,,,,,,,,,,
,Dream Stalker,1991,,watch,Nameless,,,,,,,,,,,,,
,Evil Toons,1991,,watch,Nameless,,,,,,,,,,,,,
,Happy Hell Night,1991,,watch,Nameless,,,,,,,,,,,,,
,964 Pinocchio,1991,,no,Nameless,,,,,,,,,,,,,
,Alligator II: The Mutation,1991,,no,Nameless,,,,,,,,,,,,,
,Blood Ties,1991,,no,Nameless,,,,,,,,,,,,,
,Body Parts,1991,,no,Nameless,,,,,,,,,,,,,
,Critters 3,1991,,no,Nameless,,,,,,,,,,,,,
,Curse III: Blood Sacrifice,1991,,no,Nameless,,,,,,,,,,,,,
,Dead Space,1991,,no,Nameless,,,,,,,,,,,,,
,Delicatessen,1991,,no,Nameless,,,,,,,,,,,,,
,Highway to Hell,1991,,no,Nameless,,,,,,,,,,,,,
,Horror of the Hungry Humongous Hungan,1991,,no,Nameless,,,,,,,,,,,,,
,Howling VI: The Freaks,1991,,no,Nameless,,,,,,,,,,,,,
,Killer Nerd,1991,,no,Nameless,,,,,,,,,,,,,
,Kingdom of the Vampire,1991,,no,Nameless,,,,,,,,,,,,,
,No Telling,1991,,no,Nameless,,,,,,,,,,,,,
,Nothing but Trouble,1991,,no,Nameless,,,,,,,,,,,,,
,Omen IV: The Awakening,1991,,no,Nameless,,,,,,,,,,,,,
,Servants of Twilight,1991,,no,Nameless,,,,,,,,,,,,,
,"Silent Night, Deadly Night 5: The Toy Maker",1991,,no,Nameless,,,,,,,,,,,,,
,Sometimes They Come Back,1991,,no,Nameless,,,,,,,,,,,,,
,Teenage Exorcist,1991,,no,Nameless,,,,,,,,,,,,,
,The Borrower,1991,,no,Nameless,,,,,,,,,,,,,
,The Pit and the Pendulum,1991,,no,Nameless,,,,,,,,,,,,,
,The Sect,1991,,no,Nameless,,,,,,,,,,,,,
,The Unborn,1991,,no,Nameless,,,,,,,,,,,,,
,Xtro II: The Second Encounter,1991,,no,Nameless,,,,,,,,,,,,,
,Alien 3,1992,David Fincher,yes,Nameless,Alien,Space,Xenomorph,Facehugger,Sci-fi,Ellen Ripley,,,,"Sigourney Weaver, Charles Dance, Lance Henriksen, Pete Postlethwaite, Charles S. Dutton",,,
,Army of Darkness,1992,Sam Raimi,yes,Nameless,Demon,Camp,Fantasy,Ash Williams,,,,Evil Dead,,,,,
,Bram Stoker's Dracula,1992,Francis Ford Coppola,yes,Nameless,Monster,Vampire,,Dracula,,,,,,,,,
,Buffy The Vampire Slayer,1992,Fran Rubel Kuzui,yes,Nameless,Vampire,Comedy,,,,,,,,,,,
,Candyman,1992,Bernard Rose,yes,Nameless,Slasher,Candyman,,,,,,Candyman,,,,,
,Dead Alive,1992,Peter Jackson,yes,Nameless,Zombie,Body,Camp,Gore,,,,,,,,,
,Death Becomes Her,1992,Robert Zemeckis,yes,Nameless,Body,Zombie,Comedy,,,,,,,,,,
,Demonic Toys,1992,Peter Manoogian,yes,Nameless,Puppet,,,,,,,,,,,,
,Dr. Giggles,1992,Manny Coto,yes,Nameless,Slasher,,,,,,,,,,,,
,Fool's Fire,1992,American Playhouse,yes,Nameless,Puppet,Revenge,Poe,,,,,,,,,,
,Hellraiser III: Hell on Earth,1992,Anthony Hickox,yes,Nameless,Hell,Demon,Torture,Cenobites,Pinhead,Lament Configuration,,Hellraiser,,"Terry Farrell, Paula Marshall, Kevin Bernhardt, Doug Bradley",,,
,Seedpeople,1992,Peter Manoogian,yes,Nameless,Creature,Invasion,,,,,,,,,,,
,Sleepwalkers,1992,Mick Garris,yes,Nameless,Monster,,,,,,,,,,,,
,Burning Moon,1992,,watch,Nameless,,,,,,,,,,,,,
,Ghostwatch,1992,,watch,Nameless,,,,,,,,,,,,,
,Critters 4,1992,,no,Nameless,,,,,,,,,,,,,
,Cronos,1992,,no,Nameless,,,,,,,,,,,,,
,Mad at the Moon,1992,,no,Nameless,,,,,,,,,,,,,
,Netherworld,1992,,no,Nameless,,,,,,,,,,,,,
,Raising Cain,1992,,no,Nameless,,,,,,,,,,,,,
,The Burning Moon,1992,,no,Nameless,,,,,,,,,,,,,
,The Vagrant,1992,,no,Nameless,,,,,,,,,,,,,
,Waxwork 2,1992,,no,Nameless,,,,,,,,,,,,,
,Addams Family Values,1993,Barry Sonnenfeld,yes,Nameless,Macabre,Comedy,,,,,,,,,,,
,Body Bags,1993,"John Carpenter, Tobe Hooper",yes,Nameless,Anthology,Slasher,,Alien,,,,,,,,,
,Body Melt,1993,Philip Brophy,yes,Nameless,Body,Gore,Comedy,Freaks,,,,,,,,,
,Body Snatchers,1993,Abel Ferrara,yes,Nameless,Alien,Invasion,,,,,,,,,,,
,Dark Universe,1993,Steve Latshaw,yes,Nameless,Alien,,,,,,,,,,,,
,Freaked,1993,"Alex Winter, Tom Stern",yes,Nameless,Comedy,Mutants,Mad Scientist,,,,,,,,,,
,Jason Goes To Hell: The Final Friday,1993,Adam Marcus,yes,Nameless,Slasher,Jason Voorhees,,,,,,Friday The 13th,,,,,
,Jurassic Park,1993,Steven Spielberg,yes,Nameless,Monster,Adventure,Mad Scientist,,,,,,,,,,
,Leprechaun,1993,Mark Jones,yes,Nameless,Monster,Lore,Leprechaun,,,,,,,,,,
,Man's Best Friend,1993,John Lafia,yes,Nameless,Animal,,,,,,,,,,,,
,Maniac Cop III: Badge of Silence,1993,William Lustig,yes,Nameless,Action,Slasher,Matt Cordell,,,,,,,,,,
,Matinee,1993,Joe Dante,yes,Nameless,Homage,,,,,,,,,,,,
,Necronomicon,1993,"Brian Yuzna, Christophe Gans, Shusuke Kaneko",yes,Nameless,Anthology,Demon,,,,,,,,"Bruce Payne, Richard Lynch, Jeffrey Combs, Belinda Bauer, David Warner, Maria Ford",,,
,Puppet Master 4,1993,Jeff Burr,yes,Nameless,Creature,Puppet,Fantasy,,,,,Puppet Master,,,,,
,Return of The Living Dead 3,1993,Brian Yuzna,yes,Nameless,Zombie,,,,,,,,,,,,
,The Dark Half,1993,George A. Romero,yes,Nameless,Psychological,Supernatural,,,,Stephen King,,,,,,,
,Ticks,1993,Tony Randel,yes,Nameless,Creature,Bugs,,,,,,,,,,,
,Warlock II: The Armageddon,1993,Anthony Hickox,yes,Nameless,Warlock,Fantasy,,,,,,,Warlock,"Julian Sands, Anthony Hickox, Chris Young, Paula Marshall, Steve Kahan, R. G. Armstrong",,,
,Cronos,1993,,no,Nameless,,,,,,,,,,,,,
,Fire in the Sky,1993,,no,Nameless,,,,,,,,,,,,,
,The Unnamable Returns,1993,,no,Nameless,,,,,,,,,,,,,
,Witchboard 2: The Devil's Doorway,1993,Kevin S. Tenney,no,Nameless,Demon,Occult,Supernatural,Trilogy,,,,,,,,,
,Brainscan,1994,John Flynn,yes,Nameless,Slasher,Psychological,,,,,,,,,,,
,Cemetery Man,1994,Michele Soavi,yes,Nameless,Zombie,Macabre,,,,,,,,,,,
,"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",1994,Eric Louzil,yes,Nameless,Mutant,Monster,Splatter,Troma,,,,,,"Brick Bronsky, Lisa Gaye, Lisa Star, John Tallman, Albert Bear, Phil Rivo",,,
,Leprechaun 2,1994,Rodman Flender,yes,Nameless,Monster,Lore,Leprechaun,,,,,,,Warwick Davis,,,
,Lurking Fear,1994,C. Courtney Joyner,yes,Nameless,Ghouls,Lovecraftian,,,,,,,,,,,
,Mary Shelley's Frankenstein,1994,Kenneth Branagh,yes,Nameless,Monster,Frankenstein,,,,,,,,,,,
,Mosquito,1994,Gary Jones,yes,Nameless,Creature,Bug,,,,,,,,,,,
,Phantasm III: Lord of the Dead,1994,Don Coscarelli,yes,Nameless,Alien,Creature,Tall Man,Sci-fi,,,,,,,,,
,Pumpkinhead II: Blood Wings,1994,Jeff Burr,yes,Nameless,Demon,Curse,Pumpkinhead,,,,,,,,,,
,Wes Craven's New Nightmare,1994,Wes Craven,yes,Nameless,Slasher,Freddy Krueger,Demon,,,,,Elm Street,,"Robert Englund, Heather Langenkamp, Miko Hughes, Tracy Middendorf, John Saxon, Wes Craven",,,
,Puppet Master 5: The Final Chapter,1994,,no,Nameless,,,,,,,,Puppet Master,,,,,
,Vampires And Other Stereotypes,1994,Kevin J. Lindenmuth,no,Nameless,,,,,,,,,,,,,
,Candyman 2: Farewell to the Flesh,1995,Bill Condon,yes,Nameless,Slasher,Candyman,,,,,,Candyman,,,,,
,Castle Freak,1995,Stuart Gordon,yes,Nameless,Monster,Body,Lovecraftian,,,,,,,,,,
,Congo,1995,Frank Marshall,yes,Nameless,Animal,,,,,,,,,,,,
,Day of The Beast,1995,Álex de la Iglesia,yes,Nameless,Devil,Occult,,,,,,,,,,,
,Dracula: Dead and Loving It,1995,Mel Brooks,yes,Nameless,Monster,Dracula,Comedy,Spoof,,,,,,,,,
,Evil Ed,1995,Anders Jacobsson,yes,Nameless,Slasher,Psychological,,,,,,,,,,,
,Halloween: The Curse of Michael Myers,1995,Joe Chappelle,yes,Nameless,Slasher,Halloween,Michael Myers,Holiday,,,,Halloween,"Slashers, Friday the 13th, Black Christmas, Texas Chainsaw Massacre",,,,
,Mind Ripper,1995,Joe Gayton,yes,Nameless,Monster,,,,,,,,,"Lance Henriksen, Giovanni Ribisi, John Diehl, Claire Stansfield, Natasha Gregson Wagner",,,
,Species,1995,Roger Donaldson,yes,Nameless,Alien,Creature,,,,,,,,,,,
,Texas Chainsaw Massacre: The Next Generation,1995,Kim Henkel,yes,Nameless,Slasher,Leatherface,Vilmer,,,,,Texas Chainsaw Massacre,,,,,
,The Fear,1995,Vincent Robert,yes,Nameless,Psychological,Supernatural,Slasher,Monster,,,,,,"Eddie Bowz, Darin Heames, Leland Hayward, Vince Edwards, Ann Turkel",,,
,Village Of The Damned,1995,John Carpenter,yes,Nameless,Alien,Children,,,,,,,,,,,
,Blood And Donuts,1995,,watch,Nameless,Vampire,,,,,,,,,,,,
,Copycat,1995,,no,Nameless,,,,,,,,,,,,,
,Jack-o,1995,,no,Nameless,,,,,,,,,,,,,
,Project Metalbeast,1995,,no,Nameless,,,,,,,,,,,,,
,The Prophecy,1995,,no,Nameless,,,,,,,,,,,,,
,Witchboard III: The Possession,1995,Peter Svatek,no,Nameless,Demon,Occult,Supernatural,Trilogy,,,,,,,,,
,Xtro 3: Watch the Skies,1995,,no,Nameless,,,,,,,,,,,,,
,Bad Moon,1996,Eric Red,yes,Nameless,Monster,Werewolf,,,,,,,,"Michael Paré, Mason Gamble, Mariel Hemingway, ",,,
,From Dusk Till Dawn,1996,Robert Rodriguez,yes,Nameless,Monster,Vampire,,,,,,,,"Quentin Tarantino, George Clooney, Salma Hayek, Juliette Lewis, Harvey Keitel, Danny Trejo",,,
,Head of the Family,1996,Charles Band,yes,Nameless,Freaks,Body,Mutants,,,,,,,"Blake Adams, Jacqueline Lovell, J.W. Perra, Bob Schott, Alexandria Quinn",,,
,Hellraiser: Bloodline,1996,"Kevin Yagher, Joe Chappelle",yes,Nameless,Hell,Demon,Torture,Cenobites,Pinhead,Lament Configuration,Space,Hellraiser,,"Bruce Ramsay, Valentina Vargas, Doug Bradley",,,
,Humanoids From The Deep,1996,Jeff Yonis,yes,Nameless,Creature,Water,,,,,,,,"Justin Walker, Robert Carradine, Emma Samms, Mark Rolston, Danielle Weeks",,,
,Mars Attacks,1996,Tim Burton,yes,Nameless,Alien,Invasion,,,,,,,,"Jack Nicholson, Annette Bening, Danny DeVito, Jack Black, Lisa Marie Smith, Glenn Close, Pierce Brosnan, Michael J. Fox, Sarah Jessica Parker, Lukas Haas, Natalie Portman, Martin Short, Sylvia Sidney, Tom Jones, Christina Applegate, Jim Brown",,,
,Pinocchio's Revenge,1996,Kevin S. Tenney,yes,Nameless,Slasher,Supernatural,Puppet,Public Domain,,,,,,"Rosalind Allen, Candace McKenzie, Lewis Van Bergen, Ivan Gueron, Todd Allen, Larry Cedar",,,
,Scream,1996,Wes Craven,yes,Nameless,Slasher,Meta,Ghostface,Sidney Prescott,Trilogy,Duo,,Scream,,"Neve Campbell, Courteney Cox, David Arquette, Skeet Ulrich, Drew Barrymore, Matthew Lillard, Rose McGowan, Jamie Kennedy, Liev Schreiber, Roger L Jackson",,,
,The Beast,1996,Jeff Bleckner,yes,Nameless,Animal,Squid,,,,,,,,"William Petersen, Charles Martin Smith, Karen Sillas, Larry Drake",,,
,The Craft,1996,Andrew Fleming,yes,Nameless,Witches,Cult,Occult,,,,,,,"Fairuza Balk, Robin Tunney, Neve Campbell, Rachel True",,,
,The Frighteners,1996,Peter Jackson,yes,Nameless,Ghost,Slasher,,,,,,,,"Michael J. Fox, Trini Alvarado, John Astin, Jake Busey, Jeffrey Combs, Dee Wallace, Chi McBride, R. Lee Ermey",,,
,The Ghost and the Darkness,1996,Stephen Hopkins,yes,Nameless,Animal,Lion,,,,,,,,"Val Kilmer, Michael Douglas, John Kani, Tom Wilkinson, Bernard Hill, Brian McCardie",,,
,The Island of Dr. Moreau,1996,"Richard Stanley, John Frankenheimer",yes,Nameless,Mad Scientist,Creature,Monster,Animal,,,,,,"Marlon Brando, Val Kilmer, David Thewlis, Nelson de la Rosa, Ron Perlman, Fairuza Balk",,,
,Feeders,1996,,no,Nameless,,,,,,,,,,,,,
,The Dentist,1996,,no,Nameless,,,,,,,,,,,,,
,Tremors 2: Aftershocks,1996,S. S. Wilson,no,Nameless,Monster,,,,,,,,,,,,
,Uncle Sam,1996,,no,Nameless,Slasher,,,,,,,,,,,,
,Within the Rock,1996,,no,Nameless,,,,,,,,,,,,,
,Alien: Resurrection,1997,Jean-Pierre Jeunet,yes,Nameless,Alien,Space,Xenomorph,Facehugger,Sci-fi,Ellen Ripley,,,,"Sigourney Weaver, Winona Ryder, Ron Perlman, Brad Dourif, Michael Wincott",,,
,An American Werewolf in Paris,1997,Anthony Waller,yes,Nameless,Monster,Werewolf,,,,,,,,"Julie Delpy, Tom Everett Scott, Julie Bowen, Phil Buckman, Vince Vieluf, Anthony Waller",,,
,Anaconda,1997,Luis Llosa,yes,Nameless,Animal,Snake,,,,,,,,"Jon Voight, Jennifer Lopez, Ice Cube, Owen Wilson, Eric Stoltz, Danny Trejo, Kari Wuhrer, Jonathan Hyde",,,
,Campfire Tales,1997,"Martin Kunert, David Semel",yes,Nameless,Anthology,Monster,Killer,,,,,,,"Christine Taylor, James Marsden, Amy Smart, Ron Livingston, Jennifer MacDonald, Devon Odessa",,,
,Cube,1997,Vincenzo Natali,yes,Nameless,Psychological,Remote,,Mystery,,,,,,"Nicky Guadagni, Maurice Dean Wint, Nicole de Boer, David Hewlett, Andrew Miller",,,
,Deadly Instincts,1997,Paul Matthews,yes,Nameless,Alien,Monster,,,,,,,,"Samantha Janus, Clifton Lloyd-Bryan, Todd Jensen, Oliver Tobias",,,
